paragraph	sentence	mid	title	start	end	notable_types
From its original inception, Unix and its derivative systems were case-preserving. However, not all Unix-like file systems are case-sensitive; by default, HFS+ in Mac OS X is case-insensitive, and SMB servers usually provide case-insensitive behavior (even when the underlying file system is case-sensitive, e.g. Samba on most Unix-like systems), and SMB client file systems provide case-insensitive behavior. File system case sensitivity is a considerable challenge for software such as Samba and Wine, which must interoperate efficiently with both systems that treat uppercase and lowercase files as different and with systems that treat them the same.	Samba on most Unix-like systems), and SMB client file systems provide case-insensitive behavior.	/m/0777q	Samba_(software)	0	5	/computer/internet_protocol,/computer/software,/internet/protocol,/law/invention
From its original inception, Unix and its derivative systems were case-preserving. However, not all Unix-like file systems are case-sensitive; by default, HFS+ in Mac OS X is case-insensitive, and SMB servers usually provide case-insensitive behavior (even when the underlying file system is case-sensitive, e.g. Samba on most Unix-like systems), and SMB client file systems provide case-insensitive behavior. File system case sensitivity is a considerable challenge for software such as Samba and Wine, which must interoperate efficiently with both systems that treat uppercase and lowercase files as different and with systems that treat them the same.	File system case sensitivity is a considerable challenge for software such as Samba and Wine, which must interoperate efficiently with both systems that treat uppercase and lowercase files as different and with systems that treat them the same.	/m/0777q	Samba_(software)	78	83	/computer/internet_protocol,/computer/software,/internet/protocol,/law/invention
Additionally, FREESCO comes with a package management utility similar to Debian (pkg -i ...), allowing the installation of software packages (those designed specifically for FREESCO only). Many such packages are available; for example, it is possible to install the Apache HTTP Server, mail servers such as exim,and the Windows Networking server "Samba".	Many such packages are available; for example, it is possible to install the Apache HTTP Server, mail servers such as exim,and the Windows Networking server "Samba".	/m/0777q	Samba_(software)	158	163	/computer/internet_protocol,/computer/software,/internet/protocol,/law/invention
Notable former committee members include Andrew "Tridge" Tridgell (Samba), and Paul "Rusty" Russell (Linux Kernel, notably Netfilter and the 2.6 modules rewrite), Pia Waugh (Software Freedom International), Jonathan Oxer (Australia's Geekiest Man), Mary Gardiner founder of the Ada Initiative.	Notable former committee members include Andrew "Tridge" Tridgell (Samba), and Paul "Rusty" Russell (Linux Kernel, notably Netfilter and the 2.6 modules rewrite), Pia Waugh (Software Freedom International), Jonathan Oxer (Australia's Geekiest Man), Mary Gardiner founder of the Ada Initiative.	/m/0777q	Samba_(software)	67	72	/computer/internet_protocol,/computer/software,/internet/protocol,/law/invention
In the mid 1980s, text-based and graphical user interface operating environments such as IBM TopView, Microsoft Windows, Digital Research's GEM Desktop and Quarterdeck Office Systems's DESQview surrounded DOS operating systems with a shell that turned the user's display into a menu-oriented "desktop" for selecting and running PC applications. These programs were more than simple menu systems—as alternate operating environments they were substitutes for integrated programs such as Framework and Symphony, that allowed switching, windowing and cut-and-paste operations among dedicated applications. These operating environment systems gave users much of the convenience of integrated software without locking them into a single package. Alternative operating environments made TSR pop-up utilities such as Borland Sidekick redundant. Windows provided its own version of these utilities, and placing them under central control could eliminate memory conflicts that RAM-resident utilities create. In later versions, Windows evolved from an operating environment into a complete operating system.	These programs were more than simple menu systems—as alternate operating environments they were substitutes for integrated programs such as Framework and Symphony, that allowed switching, windowing and cut-and-paste operations among dedicated applications.	/m/0lj3q	Lotus_Symphony_(DOS)	154	162	/computer/software
Harvard Graphics was one of the first desktop businessapplication software programs that allowed users to incorporate text, information graphics, and charts into custom slideshow presentations. The original version could import data from Lotus 1-2-3 or Lotus Symphony, charts created in Symphony or PFS Graph, and ASCII text. It could export text and graphics to Computer Graphics Metafile and to pfs:Write, also manufactured by SPC. Its use of vector graphics produced mixed results on the CGA and EGA displays common at the time, but output was usually sent to a slide printer or a color plotter.	The original version could import data from Lotus 1-2-3 or Lotus Symphony, charts created in Symphony or PFS Graph, and ASCII text.	/m/0lj3q	Lotus_Symphony_(DOS)	59	73	/computer/software
Towards the end of Commodore's time in charge of Amiga development there were suggestions that Commodore intended to move away from the 68000 series to higher performance RISC processors, such as the PA-RISC. However, these ideas were never developed before Commodore filed for bankruptcy. Despite this, third-party manufacturers designed upgrades featuring a combination of 68000 series and PowerPC processors along with a PowerPC native micro-kernel and software. Later Amiga clones featured PowerPC processors only.	Despite this, third-party manufacturers designed upgrades featuring a combination of 68000 series and PowerPC processors along with a PowerPC native micro-kernel and software.	/m/0db4y	Kernel_(computing)	149	161	/computer/software,/computer/software_genre
The original PDP-11 version of the Unix system was developed in assembly language. By 1973, with the addition of struct types, the C language had become powerful enough that most of the Unix kernel was rewritten in C. This was one of the first operating system kernels implemented in a language other than assembly. (Earlier instances include the Multics system (written in PL/I), and MCP (Master Control Program) for the Burroughs B5000 written in ALGOL in 1961.) Circa 1977, further changes to the language were made by Ritchie and Stephen C. Johnson to facilitate portability of the Unix operating system. Johnson's Portable C Compiler served as the basis for several implementations of C on new platforms.	By 1973, with the addition of struct types, the C language had become powerful enough that most of the Unix kernel was rewritten in C. This was one of the first operating system kernels implemented in a language other than assembly.	/m/0db4y	Kernel_(computing)	108	114	/computer/software,/computer/software_genre
When an interrupt occurs, the hardware automatically switches a part of the context (at least enough to allow the handler to return to the interrupted code). The handler may save additional context, depending on details of the particular hardware and software designs. Often only a minimal part of the context is changed in order to minimize the amount of time spent handling the interrupt. The kernel does not spawn or schedule a special process to handle interrupts, but instead the handler executes in the (often partial) context established at the beginning of interrupt handling. Once interrupt servicing is complete, the context in effect before the interrupt occurred is restored so that the interrupted process can resume execution in its proper state.	The kernel does not spawn or schedule a special process to handle interrupts, but instead the handler executes in the (often partial) context established at the beginning of interrupt handling.	/m/0db4y	Kernel_(computing)	4	10	/computer/software,/computer/software_genre
In Unix-like systems, user-space processes do not normally deal with files at all; the operating system provides a level of abstraction which means that almost all interaction with files from user-space is through hard links. For example, a user space program cannot delete a file; it can delete a link to a file, and if the kernel determines that there are no hard links to the file, it may then allow the memory location for the deleted file to be allocated for another file. The resulting free space, is commonly considered a security risk due to the existence of file recovery software. Such a risk has given rise to secure deletion programs. Only the kernel deals with files, but it handles all user-space interaction with (virtual) files in a manner that is transparent to the user-space programs.	For example, a user space program cannot delete a file; it can delete a link to a file, and if the kernel determines that there are no hard links to the file, it may then allow the memory location for the deleted file to be allocated for another file.	/m/0db4y	Kernel_(computing)	99	105	/computer/software,/computer/software_genre
In Unix-like systems, user-space processes do not normally deal with files at all; the operating system provides a level of abstraction which means that almost all interaction with files from user-space is through hard links. For example, a user space program cannot delete a file; it can delete a link to a file, and if the kernel determines that there are no hard links to the file, it may then allow the memory location for the deleted file to be allocated for another file. The resulting free space, is commonly considered a security risk due to the existence of file recovery software. Such a risk has given rise to secure deletion programs. Only the kernel deals with files, but it handles all user-space interaction with (virtual) files in a manner that is transparent to the user-space programs.	Only the kernel deals with files, but it handles all user-space interaction with (virtual) files in a manner that is transparent to the user-space programs.	/m/0db4y	Kernel_(computing)	9	15	/computer/software,/computer/software_genre
Physically, database servers are dedicated computers that hold the actual databases and run only the DBMS and related software. Database servers are usually multiprocessor computers, with generous memory and RAID disk arrays used for stable storage. Hardware database accelerators, connected to one or more servers via a high-speed channel, are also used in large volume transaction processing environments. DBMSs are found at the heart of most database applications. DBMSs may be built around a custom multitasking kernel with built-in networking support, but modern DBMSs typically rely on a standard operating system to provide these functions. Since DBMSs comprise a significant economical market, computer and storage vendors often take into account DBMS requirements in their own development plans.	DBMSs may be built around a custom multitasking kernel with built-in networking support, but modern DBMSs typically rely on a standard operating system to provide these functions.	/m/0db4y	Kernel_(computing)	48	54	/computer/software,/computer/software_genre
In 2006, OpenBSD started the first campaign against the use of binary blobs, in kernels. Blobs are usually freely distributable device drivers for hardware from vendors that do not reveal driver source code to users or developers. This restricts the users' freedom effectively to modify the software and distribute modified versions. Also, since the blobs are undocumented and may have bugs, they pose a security risk to any operating system whose kernel includes them. The proclaimed aim of the campaign against blobs is to collect hardware documentation that allows developers to write free software drivers for that hardware, ultimately enabling all free operating systems to become or remain blob-free.	In 2006, OpenBSD started the first campaign against the use of binary blobs, in kernels.	/m/0db4y	Kernel_(computing)	80	87	/computer/software,/computer/software_genre
On 25 August 2001, Microsoft released Windows XP (codenamed "Whistler"). The merging of the Windows NT/2000 and Windows 95/98/Me lines was finally achieved with Windows XP. Windows XP uses the Windows NT 5.1 kernel, marking the entrance of the Windows NT core to the consumer market, to replace the aging 16/32-bit branch. The initial release met with considerable criticism, particularly in the area of security, leading to the release of three major Service Packs. Windows XP SP1 was released in September 2002, SP2 came out in August 2004 and SP3 came out in April 2008. Service Pack 2 provided significant improvements and encouraged widespread adoption of XP among both home and business users. Windows XP lasted longer as Microsoft's flagship operating system than any other version of Windows, from 25 October 2001 to 30 January 2007 when it was succeeded by Windows Vista.	Windows XP uses the Windows NT 5.1 kernel, marking the entrance of the Windows NT core to the consumer market, to replace the aging 16/32-bit branch.	/m/0db4y	Kernel_(computing)	35	41	/computer/software,/computer/software_genre
In a typical IP implementation, standard protocols such as TCP and UDP are implemented in the OS kernel, for performance reasons. Other protocols such as ICMP may be partially implemented by the kernel, or implemented purely in user software. Protocols not implemented in-kernel, and not exposed by standard APIs such as BSD sockets, are typically implemented using a 'raw socket' API.	In a typical IP implementation, standard protocols such as TCP and UDP are implemented in the OS kernel, for performance reasons.	/m/0db4y	Kernel_(computing)	94	103	/computer/software,/computer/software_genre
The ACE had an 8 KB ROM containing the Forth kernel and operating system, and the predefined dictionary of Forth words in about 5KB. The remaining 3KB of ROM were used for tape control, floating point numbers library and character definitions table. Some of the ROM was written in Z80 machine code, but some was also coded in Forth.	The ACE had an 8 KB ROM containing the Forth kernel and operating system, and the predefined dictionary of Forth words in about 5KB.	/m/0db4y	Kernel_(computing)	45	51	/computer/software,/computer/software_genre
rsync was originally written as a replacement for rcp and scp. As such, it has a similar syntax to its parent programs. Like its predecessors, it still requires a source and a destination to be specified, either of which may be remote, but not both. Because of the flexibility, speed and scriptability of rsync, it has become a standard Linux utility and is included in all popular Linux distributions. It has also been ported to Windows (via Cygwin, Grsync or SFU) and Mac OS.	rsync was originally written as a replacement for rcp and scp.	/m/0dv2_q	Rcp_(Unix)	50	53	/computer/software
A few Unix-like systems use a similar syntax. POSIX allows treating a path beginning with two slashes in an implementation-defined manner, though in other cases systems must treat multiple slashes as single slashes. Many applications on Unix-like systems (for example, scp, rcp and rsync) use resource definitions such as:	Many applications on Unix-like systems (for example, scp, rcp and rsync) use resource definitions such as:	/m/0dv2_q	Rcp_(Unix)	58	61	/computer/software
The SCP protocol is a network protocol, based on the BSD RCP protocol, which supports file transfers between hosts on a network. SCP uses Secure Shell (SSH) for data transfer and uses the same mechanisms for authentication, thereby ensuring the authenticity and confidentiality of the data in transit. A client can send (upload) files to a server, optionally including their basic attributes (permissions, timestamps). Clients can also request files or directories from a server (download). SCP runs over TCP port 22 by default. Like RCP, there is no RFC that defines the specifics of the protocol.	The SCP protocol is a network protocol, based on the BSD RCP protocol, which supports file transfers between hosts on a network.	/m/0dv2_q	Rcp_(Unix)	57	60	/computer/software
The SCP protocol is a network protocol, based on the BSD RCP protocol, which supports file transfers between hosts on a network. SCP uses Secure Shell (SSH) for data transfer and uses the same mechanisms for authentication, thereby ensuring the authenticity and confidentiality of the data in transit. A client can send (upload) files to a server, optionally including their basic attributes (permissions, timestamps). Clients can also request files or directories from a server (download). SCP runs over TCP port 22 by default. Like RCP, there is no RFC that defines the specifics of the protocol.	Like RCP, there is no RFC that defines the specifics of the protocol.	/m/0dv2_q	Rcp_(Unix)	5	8	/computer/software
Onno Tijdgat, author of Ircle, criticized mIRC's color format, arguing that it uses a flawed design and follows no common standard. Khaled Mardam-Bey responded, stating that there was no common standard between IRC clients at the time, so using any one existing format would "have annoyed those clients that didn't use that particular format". Ultimately this led Mardam-Bey to create a new format designed for ease of use, however he acknowledged that "the design should have been more robust".	Onno Tijdgat, author of Ircle, criticized mIRC's color format, arguing that it uses a flawed design and follows no common standard.	/m/047vmdd	Ircle	24	29	/computer/software
The default shell was Bourne shell up to AIX version 3, but was changed to Korn shell (ksh88) in version 4 in view of XPG4 and POSIX compliance.	The default shell was Bourne shell up to AIX version 3, but was changed to Korn shell (ksh88) in version 4 in view of XPG4 and POSIX compliance.	/m/04d61	Korn_shell	75	85	/computer/software
Bash is a command processor, typically run in a text window, allowing the user to type commands which cause actions. Bash can also read commands from a file, called a script. Like all Unix shells, it supports filename wildcarding, piping, here documents, command substitution, variables and control structures for condition-testing and iteration. The keywords, syntax and other basic features of the language were all copied from sh. Other features, e.g., history, were copied from csh and ksh. Bash is a POSIX shell but with a number of extensions.	Other features, e.g., history, were copied from csh and ksh.	/m/04d61	Korn_shell	56	59	/computer/software
The name itself is an acronym, a pun, and a description. As an acronym, it stands for Bourne-again shell, referring to its objective as a free replacement for the Bourne shell. As a pun, it expressed that objective in a phrase that sounds similar to born again, a term for spiritual rebirth. The name is also descriptive of what it did, bashing together the features of sh, csh and ksh.	The name is also descriptive of what it did, bashing together the features of sh, csh and ksh.	/m/04d61	Korn_shell	90	93	/computer/software
The Bash command syntax is a superset of the Bourne shell command syntax. The vast majority of Bourne shell scripts can be executed by Bash without modification, with the exception of Bourne shell scripts stumbling into fringe syntax behavior interpreted differently in Bash or attempting to run a system command matching a newer Bash builtin, etc. Bash command syntax includes ideas drawn from the Korn shell (ksh) and the C shell (csh) such as command line editing, command history, the directory stack, the $RANDOM and $PPID variables, and POSIX command substitution syntax $(…). When used as an interactive command shell and pressing the tab key, Bash automatically uses command line completion to match partly typed program names, filenames and variable names. The Bash command-line completion system is very flexible and customizable, and is often packaged with functions that complete arguments and filenames for specific programs and tasks.	Bash command syntax includes ideas drawn from the Korn shell (ksh) and the C shell (csh) such as command line editing, command history, the directory stack, the $RANDOM and $PPID variables, and POSIX command substitution syntax $(…).	/m/04d61	Korn_shell	50	60	/computer/software
The POSIX specifications for Unix-like operating system environments originally consisted of a single document for the core programming interface, but eventually grew to 19 separate documents (for example, POSIX.1, POSIX.2 etc.) . The standardized user command line and scripting interface were based on the Korn shell. Many user-level programs, services, and utilities including awk, echo, ed were also standardized, along with required program-level services including basic I/O (file, terminal, and network) services. POSIX also defines a standard threading library API which is supported by most modern operating systems. Nowadays, most of POSIX parts are combined into a single standard, IEEE Std 1003.1-2008, also known as POSIX.1-2008.	The standardized user command line and scripting interface were based on the Korn shell.	/m/04d61	Korn_shell	77	87	/computer/software
The Bourne shell was one of the major shells used in early versions of the Unix operating system and became a de facto standard. It was written by Stephen Bourne at Bell Labs and was first distributed with Version 7 Unix, circa 1977. Every Unix-like system has at least one shell compatible with the Bourne shell. The Bourne shell program name is sh and it is typically located in the Unix file system hierarchy at /bin/sh. On many systems, however, /bin/sh may be a symbolic link or hard link to a compatible, but more feature-rich shell than the Bourne shell. The POSIX standard specifies its standard shell as a strict subset of the Korn shell. From a user's perspective the Bourne shell was immediately recognized when active by its characteristic default command line prompt character, the dollar sign ($).	The POSIX standard specifies its standard shell as a strict subset of the Korn shell.	/m/04d61	Korn_shell	74	84	/computer/software
The Korn shell (ksh) written by David Korn, was a middle road between the Bourne shell and the C shell. Its syntax was chiefly drawn from the Bourne shell, while its job control features resembled those of the C shell. The functionality of the original Korn Shell (known as ksh88 from the year of its introduction) was used as a basis for the POSIX shell standard. A newer version, ksh93, has been open source since 2000 and is used on some Linux distributions. There is also a clone of ksh88 known as pdksh, and this is the default shell for all users of OpenBSD.	The Korn shell (ksh) written by David Korn, was a middle road between the Bourne shell and the C shell.	/m/04d61	Korn_shell	4	14	/computer/software
The C shell was extremely successful in introducing a large number of innovations including the history mechanism, aliases, tilde notation, interactive filename completion, an expression grammar built into the shell, and more, that have since been copied by other Unix shells. But in contrast to sh, which has spawned a large number of independently-developed clones, including ksh and bash, only two csh clones are known. (Since tcsh was based on the csh code originally written by Bill Joy, it is not considered a clone.)	But in contrast to sh, which has spawned a large number of independently-developed clones, including ksh and bash, only two csh clones are known.	/m/04d61	Korn_shell	101	104	/computer/software
The Z shell (zsh) is a Unix shell that can be used as an interactive login shell and as a powerful command interpreter for shell scripting. Zsh can be thought of as an extended Bourne shell with a large number of improvements, including some features of bash, ksh, and tcsh.	Zsh can be thought of as an extended Bourne shell with a large number of improvements, including some features of bash, ksh, and tcsh.	/m/04d61	Korn_shell	120	123	/computer/software
Environment variables are a facility provided by some operating systems. Within the OS's shell (ksh in Unix, bash in Linux, COMMAND.COM in DOS and CMD.EXE in Windows) they are a kind of variable: for instance, in unix and related systems an ordinary variable becomes an environment variable when the export keyword is used. Program code other than shells has to access them by API calls, such as getenv() and setenv().	Within the OS's shell (ksh in Unix, bash in Linux, COMMAND.COM in DOS and CMD.EXE in Windows) they are a kind of variable: for instance, in unix and related systems an ordinary variable becomes an environment variable when the export keyword is used.	/m/04d61	Korn_shell	23	26	/computer/software
The human interface guidelines published by Apple for Mac OS X are followed by many applications, giving them consistent user interface and keyboard shortcuts. In addition, new services for applications are included, which include spelling and grammar checkers, special characters palette, color picker, font chooser and dictionary; these global features are present in every Cocoa application, adding consistency. The graphics system OpenGL composites windows onto the screen to allow hardware-accelerated drawing. This technology, introduced in version 10.2, is called Quartz Extreme, a component of Quartz. Quartz's internal imaging model correlates well with the Portable Document Format (PDF) imaging model, making it easy to output PDF to multiple devices. As a side result, PDF viewing and creating PDF documents from any application are built-in features.	This technology, introduced in version 10.2, is called Quartz Extreme, a component of Quartz.	/m/0407h3	Quartz_Compositor	55	69	/computer/software
On August 23, 2002, Apple followed up with Mac OS X v10.2 "Jaguar", the first release to use its code name as part of the branding. It brought great raw performance improvements, a sleeker look, and many powerful user-interface enhancements (over 150, according to Apple ), including Quartz Extreme for compositing graphics directly on an ATI Radeon or Nvidia GeForce2 MX AGP-based video card with at least 16 MB of VRAM, a system-wide repository for contact information in the new Address Book, and an instant messaging client named iChat. The Happy Mac which had appeared during the Mac OS startup sequence for almost 18 years was replaced with a large grey Apple logo with the introduction of Mac OS X v10.2.	It brought great raw performance improvements, a sleeker look, and many powerful user-interface enhancements (over 150, according to Apple ), including Quartz Extreme for compositing graphics directly on an ATI Radeon or Nvidia GeForce2 MX AGP-based video card with at least 16 MB of VRAM, a system-wide repository for contact information in the new Address Book, and an instant messaging client named iChat.	/m/0407h3	Quartz_Compositor	152	166	/computer/software
Darwin does not include many of the defining elements of Mac OS X, such as the Carbon and Cocoa APIs or the Quartz Compositor and Aqua user interface, and thus cannot run Mac applications. It does, however, support a number of lesser known features of Mac OS X, such as mDNSResponder, which is the multicast DNS responder and a core component of the Bonjour networking technology, and launchd, an advanced service management framework.	Darwin does not include many of the defining elements of Mac OS X, such as the Carbon and Cocoa APIs or the Quartz Compositor and Aqua user interface, and thus cannot run Mac applications.	/m/0407h3	Quartz_Compositor	108	125	/computer/software
The Finder is the first application a user interacts with after logging into a Mac and it is responsible for the general look and feel of the machine. It is distinct from the system's underlying GUI and desktop environment, which are provided by HIToolbox and Quartz Compositor on OS X and by QuickDraw and the Macintosh Toolbox on prior OS versions. One could compare it to Windows Explorer in Microsoft Windows, the Tracker in BeOS, Nautilus in GNOME, and Dolphin or the file management aspect of Konqueror in KDE.	It is distinct from the system's underlying GUI and desktop environment, which are provided by HIToolbox and Quartz Compositor on OS X and by QuickDraw and the Macintosh Toolbox on prior OS versions.	/m/0407h3	Quartz_Compositor	109	126	/computer/software
MPlayer can also use a variety of output driver protocols to display video, including VDPAU, the X video extension, OpenGL, DirectX, Direct3D, Quartz Compositor, VESA, Framebuffer, SDL and rarer ones such as ASCII art (using AAlib and libcaca) and Blinkenlights. It can also be used to display TV from a TV card using the device tv://channel, or play and capture radio channels via radio://channel|frequency.	MPlayer can also use a variety of output driver protocols to display video, including VDPAU, the X video extension, OpenGL, DirectX, Direct3D, Quartz Compositor, VESA, Framebuffer, SDL and rarer ones such as ASCII art (using AAlib and libcaca) and Blinkenlights.	/m/0407h3	Quartz_Compositor	143	160	/computer/software
On August 23, 2002, Apple followed up with Mac OS X v10.2 "Jaguar", the first release to use its code name as part of the branding. It brought great raw performance improvements, a sleeker look, and many powerful user-interface enhancements (over 150, according to Apple ), including Quartz Extreme for compositing graphics directly on an ATI Radeon or Nvidia GeForce2 MX AGP-based video card with at least 16 MB of VRAM, a system-wide repository for contact information in the new Address Book, and an instant messaging client named iChat. The Happy Mac which had appeared during the Mac OS startup sequence for almost 18 years was replaced with a large grey Apple logo with the introduction of Mac OS X v10.2.	It brought great raw performance improvements, a sleeker look, and many powerful user-interface enhancements (over 150, according to Apple ), including Quartz Extreme for compositing graphics directly on an ATI Radeon or Nvidia GeForce2 MX AGP-based video card with at least 16 MB of VRAM, a system-wide repository for contact information in the new Address Book, and an instant messaging client named iChat.	/m/0407h3	Quartz_Compositor	152	166	/computer/software
Hammersmith's office activity takes place mainly to the eastern side of its centre, along Hammersmith Road and in the Ark, an architecturally-unique office complex to the south of the flyover which traverses the area. The offices of International SOS, Bechtel, Coca-Cola, Disney, Pokémon, L'Oréal, NHS Hammersmith and Fulham, Sony Ericsson, Shazam, Universal Music Group, World Wrestling Entertainment, AOL UK, Accor UK, Next Fifteen Communications, US Airways, Rogers Stirk Harbour + Partners, Frost Meadowcroft Lifschutz Davidson Sandilands and Royal Jordanian Airlines are all found in Hammersmith. Two NHS hospitals provide jobs in Hammersmith - Charing Cross Hospital to the south of the centre on Fulham Palace Road and Hammersmith Hospital in the north. Charing Cross Hospital is a large multi-disciplinary hospital with an accident & emergency department and teaching department run by the Imperial College School of Medicine.	The offices of International SOS, Bechtel, Coca-Cola, Disney, Pokémon, L'Oréal, NHS Hammersmith and Fulham, Sony Ericsson, Shazam, Universal Music Group, World Wrestling Entertainment, AOL UK, Accor UK, Next Fifteen Communications, US Airways, Rogers Stirk Harbour + Partners, Frost Meadowcroft Lifschutz Davidson Sandilands and Royal Jordanian Airlines are all found in Hammersmith.	/m/0406_1w	Shazam_(service)	123	129	/business/employer,/computer/software
Audio signal processing is the electronic manipulation of audio signals and is a branch of Digital signal processing. Audio signal processing is done for a variety of reasons such as: (i) to enhance a sound, for instance by applying an audio effect such as reverberation; (ii) to remove unwanted noises from a signal, for instance echo cancellation on Skype; (iii) to compress an audio signal to allow efficient transmission, e.g. mp3 perceptual coding, and (iv) to understand the content of the signal, e.g. Music information retrieval to allow the identification of music tracks via Shazam (service). Audio engineers develop and use Audio signal processing algorithms.	Music information retrieval to allow the identification of music tracks via Shazam (service).	/m/0406_1w	Shazam_(service)	76	92	/business/employer,/computer/software
Music Week currently features these British charts: Top 75 Singles, Top 75 Artist Albums, Top 20 Downloads, Top 20 Ringtones, Top 20 Compilation Albums, Top 50 Radio Airplay, Top 40 TV airplay, and a number of format and genre charts (Music DVD, Rock, Indie, etc.). It also includes extensive background on major chart hits in the form of sales and airplay analysis from chart expert Alan Jones. Following a redesign in October 2008, the magazine introduced live charts based on Tixdaq data, a Box Office chart and new predictive charts based on information from Amazon, Play.com, Shazam, HMV.com and Last.fm. Music Week also compiles and publishes weekly club charts from chart returns supplied by DJs in nightclubs around the UK. These charts are: Upfront Club Top 40, Commercial Pop Top 30 and Urban Top 30. Music Week also publishes a weekly Cool Cuts chart which is compiled from tastemaker DJ feedback and sales reports from independent record shops around the UK.	Following a redesign in October 2008, the magazine introduced live charts based on Tixdaq data, a Box Office chart and new predictive charts based on information from Amazon, Play.com, Shazam, HMV.com and Last.fm.	/m/0406_1w	Shazam_(service)	185	191	/business/employer,/computer/software
The BlackBerry Pearl 8130 is a legacy CDMA device which Solo carried until December 2011. In comparison, Bell and Virgin cleared out all remaining stock of the 8130, plus the upgraded HSPA+ 9100, months before. The 8130 can be upgraded to BlackBerry OS 4.5.0.101 and it also allows users to install compatible BlackBerry App World applications including BlackBerry Messenger (BBM). Some apps, such as those for Canadian Tire and Shazam, require newer versions of the BlackBerry OS and are therefore incompatible with Solo's BlackBerry Pearl.	Some apps, such as those for Canadian Tire and Shazam, require newer versions of the BlackBerry OS and are therefore incompatible with Solo's BlackBerry Pearl.	/m/0406_1w	Shazam_(service)	47	53	/business/employer,/computer/software
Cars.com advertised during Super Bowl 2012, its 5th consecutive year running Super Bowl commercials. The spot featured a car shopper's confidence, enabled by Cars.com research, which emerged in the form of a second head that sings. Viewers using Shazam (the smartphone app that can identify songs' titles and artists) to tag the commercial earned $1 for one of seven children's charities. For Super Bowl 2011, Cars.com created commercials centered around consumer and expert car reviews. The Talking Cars commercial revolves around a group of cars who can't get enough about hearing all the interesting features consumers say they have to offer. The You Go First commercial insinuates that sometimes it is better to learn from other people's experience to discover what is best for you. For Super Bowl 2010, Cars.com made a mascot by the name of Timothy Richman, and showed how he and everyone else can be confident in many other things in life except when buying a car, therefore needing to use Cars.com to help make their purchases. Previously, in 2009, they had a commercial with David Abernathy, another mascot, that was also in the super bowl.	Viewers using Shazam (the smartphone app that can identify songs' titles and artists) to tag the commercial earned $1 for one of seven children's charities.	/m/0406_1w	Shazam_(service)	14	20	/business/employer,/computer/software
SoundHound is a music search engine available on the Apple App Store, Google Play , Windows Marketplace for Mobile, and on June 5, 2013, was available on the BlackBerry 10 platform. It enables users to identify music by playing, singing or humming a song. It is also possible to speak or type the name of the artist or song. Unlike competitor Shazam, SoundHound can recognise tracks from singing, humming, speaking typing as well as from a recording. Sound matching is achieved through the company's 'Sound2Sound' technology, which can match even poorly-hummed performances to professional recordings.	Unlike competitor Shazam, SoundHound can recognise tracks from singing, humming, speaking typing as well as from a recording.	/m/0406_1w	Shazam_(service)	18	24	/business/employer,/computer/software
Audio engineers develop algorithms to allow the electronic manipulation of audio signals. These can be processes at the heart of much audio production such as reverberation, Auto-Tune or perceptual coding (e.g. mp3). Alternatively the algorithms might carry out echo cancellation on Skype, or allow audio tracks to be categorised or identified through Music information retrieval (e.g. Shazam (service)).	Shazam (service)).	/m/0406_1w	Shazam_(service)	0	16	/business/employer,/computer/software
The phone has a 2.8 inches (7.1 cm) (240 x 320 pixels) QVGA full-touch screen, and OS TouchWiz User Interface and "Gesture Lock" feature. A 3.2 megapixel camera, music recognition via the use of Shazam's "Find Music" service, and multi-codec support including H.263, MPEG4 (mp4), and WMV. The connectivity for Internet is 7.2 Mbit/s HSDPA.	A 3.2 megapixel camera, music recognition via the use of Shazam's "Find Music" service, and multi-codec support including H.263, MPEG4 (mp4), and WMV.	/m/0406_1w	Shazam_(service)	57	63	/business/employer,/computer/software
The Nokia C5-03 is a budget resistive touchscreen smartphone with WLAN from the Cseries that was released in December 2010. The phone has Shazam music identification software and social networking software included or available for download.	The phone has Shazam music identification software and social networking software included or available for download.	/m/0406_1w	Shazam_(service)	14	50	/business/employer,/computer/software
In the context of audio, semantic or semantic audio is used to mean the extraction of symbols or meaning from an audio stream. Speech recognition is an important semantic audio application. But for speech, other semantic operations include language, speaker or gender identification. For more general audio or music, it includes identifying a piece of music (e.g. Shazam (service)) or a movie soundtrack.	Shazam (service)) or a movie soundtrack.	/m/0406_1w	Shazam_(service)	0	16	/business/employer,/computer/software
Some IDEs are dedicated to a specific programming language, allowing a feature set that most closely matches the programming paradigms of the language. However, there are many multiple-language IDEs, such as Eclipse, ActiveState Komodo, IntelliJ IDEA, Oracle JDeveloper, NetBeans, Microsoft Visual Studio, Genuitec MyEclipse and WinDev. Xcode is dedicated to a closed set of programming languages.	However, there are many multiple-language IDEs, such as Eclipse, ActiveState Komodo, IntelliJ IDEA, Oracle JDeveloper, NetBeans, Microsoft Visual Studio, Genuitec MyEclipse and WinDev.	/m/03v0mn	IntelliJ_IDEA	85	98	/computer/software
Some IDEs support multiple languages, such as Eclipse, IntelliJ IDEA, MyEclipse or NetBeans, all based on Java, or MonoDevelop, based on C#.	Some IDEs support multiple languages, such as Eclipse, IntelliJ IDEA, MyEclipse or NetBeans, all based on Java, or MonoDevelop, based on C#.	/m/03v0mn	IntelliJ_IDEA	55	68	/computer/software
