paragraph	sentence	mid	title	start	end	notable_types
The first cycle was held in 2004 and was won by 17 year old Ksenia Kahnovich who refused the first prize, which was a contract with the NEXT model management because she had already received a more lucrative offer by that time. Since the time of her victory, Kahnovich has become a very successful model, having walked in fashion shows for big names such as Versace, Louis Vuitton, Christian Dior and Dolce and Gabbana in New York, Paris and Milan.	The first cycle was held in 2004 and was won by 17 year old Ksenia Kahnovich who refused the first prize, which was a contract with the NEXT model management because she had already received a more lucrative offer by that time.	/m/04gsktf	Ksenia_Kahnovich	60	76	/base/fashionmodels/fashion_model,/people/person
Its best-known winner is then-17 year old Ksenia Kahnovich who since the time of her victory gained a great deal of success as a model; she walked for big names such as Versace, Louis Vuitton, Christian Dior and Dolce and Gabbana in New York, Paris and Milan fashion shows.	Its best-known winner is then-17 year old Ksenia Kahnovich who since the time of her victory gained a great deal of success as a model; she walked for big names such as Versace, Louis Vuitton, Christian Dior and Dolce and Gabbana in New York, Paris and Milan fashion shows.	/m/04gsktf	Ksenia_Kahnovich	42	58	/base/fashionmodels/fashion_model,/people/person
To celebrate its tenth cycle, ANTM aired a special installment called America's Next Top Model: Exposed in two parts on the CW on Wednesday, February 6 & 13, 2008. It reviewed the best cat fights, mishaps and most memorable photoshoots, personalities, defining moments and contained other segments about the show since Cycles 1 to 9, and featured a special opening fusing all three openings together. Camille McDonald (Cycles 2 and 17), Toccara Jones (Cycle 3), Eva Pigford (Cycle 3 winner), Bre Scullark (Cycles 5 and 17), Cassandra Whitehead (Cycle 5), Joanie Dodds (Cycle 6), Jael Strauss (Cycle 8), Dionne Walters (Cycle 8), Heather Kuzmich (Cycle 9), and Bianca Golden (Cycles 9 and 17) all returned to comment on events that happened in their or other cycles.	Camille McDonald (Cycles 2 and 17), Toccara Jones (Cycle 3), Eva Pigford (Cycle 3 winner), Bre Scullark (Cycles 5 and 17), Cassandra Whitehead (Cycle 5), Joanie Dodds (Cycle 6), Jael Strauss (Cycle 8), Dionne Walters (Cycle 8), Heather Kuzmich (Cycle 9), and Bianca Golden (Cycles 9 and 17) all returned to comment on events that happened in their or other cycles.	/m/0cfqcy	Joanie_Dodds	154	166	/base/fashionmodels/fashion_model,/film/actor,/film/person_or_entity_appearing_in_film,/people/person,/tv/tv_actor,/tv/tv_personality
It was confirmed that Minogue would be one of the new faces of Marks and Spencer. She filmed her first commercial in South Africa, which featured Cheryl Lynn's "Got to be Real", for their Spring campaign that aired 24 March 2010. She starred alongside Twiggy, Lisa Snowdon, VV Brown and Ana Beatriz Barros. Minogue didn't feature in the Autumn ad due to her pregnancy, she did feature in the Christmas ad with Peter Kay which featured the Bee Gees' "You Should Be Dancing".	She starred alongside Twiggy, Lisa Snowdon, VV Brown and Ana Beatriz Barros.	/m/024kd0	Lisa_Snowdon	30	42	/award/ranked_item,/base/fashionmodels/fashion_model,/people/person,/tv/tv_actor,/tv/tv_personality
Brandon Boyd has reportedly dated models and personalities such as Jessica Miller, Baelyn Neff, Vanessa Marra, Lisa Snowdon, Carolyn Murphy, and Jo Bourne-Taylor.	Brandon Boyd has reportedly dated models and personalities such as Jessica Miller, Baelyn Neff, Vanessa Marra, Lisa Snowdon, Carolyn Murphy, and Jo Bourne-Taylor.	/m/024kd0	Lisa_Snowdon	111	123	/award/ranked_item,/base/fashionmodels/fashion_model,/people/person,/tv/tv_actor,/tv/tv_personality
Clooney was married to actress Talia Balsam from 1989 until they divorced in 1993. He has said that he will never marry again. After meeting British model Lisa Snowdon on the set of a Martini advertisement in 2000, he had a five-year on-again, off-again relationship with her. In June 2007, he started dating reality personality Sarah Larson, but the couple broke up in May 2008. In July 2009, Clooney was in a relationship with Italian actress Elisabetta Canalis until they split in June 2011. Since July 2011, Clooney has been dating former WWE Diva Stacy Keibler.	After meeting British model Lisa Snowdon on the set of a Martini advertisement in 2000, he had a five-year on-again, off-again relationship with her.	/m/024kd0	Lisa_Snowdon	28	40	/award/ranked_item,/base/fashionmodels/fashion_model,/people/person,/tv/tv_actor,/tv/tv_personality
In July 2010, Macpherson became the new host of Britain and Ireland's Next Top Model, taking over from Lisa Snowdon. She also serves as executive producer on the show. The revamped show's panelists now include OBE-winning fashion designer Julien Macdonald, designer Whitney Port and male model Tyson Beckford.	In July 2010, Macpherson became the new host of Britain and Ireland's Next Top Model, taking over from Lisa Snowdon.	/m/024kd0	Lisa_Snowdon	103	115	/award/ranked_item,/base/fashionmodels/fashion_model,/people/person,/tv/tv_actor,/tv/tv_personality
The programme was presented by Lisa Snowdon and Trevor Nelson.	The programme was presented by Lisa Snowdon and Trevor Nelson.	/m/024kd0	Lisa_Snowdon	31	43	/award/ranked_item,/base/fashionmodels/fashion_model,/people/person,/tv/tv_actor,/tv/tv_personality
The panellists are either successful at identifying the guest, or Frost has to reveal their identity, after which they are interviewed and given a key-shaped trophy as a memento. Starting during Catherine Gee's reign as location presenter, the geographic spread of the properties was extended with one of the properties on each show being located in the US and one in Europe. When Stefanie Powers took over her role in 2007, she was based in the US and conducted the US property tours, whilst UK based Lisa Snowdon conducted the European property tours.	When Stefanie Powers took over her role in 2007, she was based in the US and conducted the US property tours, whilst UK based Lisa Snowdon conducted the European property tours.	/m/024kd0	Lisa_Snowdon	126	138	/award/ranked_item,/base/fashionmodels/fashion_model,/people/person,/tv/tv_actor,/tv/tv_personality
Healey competed in the sixth series of the BBC competition series Strictly Come Dancing with professional dancer Erin Boag. After Week 11, he was top with an average of 34.4/40. He was awarded the first 10 of the series by Len Goodman for his Quickstep in week 7, and was awarded two more 10s for his week 9 Tango. Bruno Tonioli gave him a 10 for his Foxtrot in week 11, and then three of the judges - Craig, Arlene and Bruno awarded him 10s for his week 11 Paso Doble, which received the first standing ovation of the series. He was eliminated in week 12 of the competition to come 4th overall after a dance-off with Lisa Snowdon (her third dance-off). He commented saying he had an amazing experience, and thanked all of the people at Strictly, Erin, and his wife. They danced their leaving dance to Dionne Warwick - "That's what friends are for".	He was eliminated in week 12 of the competition to come 4th overall after a dance-off with Lisa Snowdon (her third dance-off).	/m/024kd0	Lisa_Snowdon	91	103	/award/ranked_item,/base/fashionmodels/fashion_model,/people/person,/tv/tv_actor,/tv/tv_personality
Lisa Fonssagrives is widely considered the world's first supermodel. She was in most of the major fashion magazines and general interest magazines from the 1930s to the 1950s, including Town & Country, Life, Vogue, the original Vanity Fair, Harper's Bazaar, and Time. Dorian Leigh has also been called the world's first supermodel, as well as Gia Carangi and Jean Shrimpton.	Dorian Leigh has also been called the world's first supermodel, as well as Gia Carangi and Jean Shrimpton.	/m/03btn	Gia_Carangi	75	86	/base/fashionmodels/fashion_model,/medicine/notable_person_with_medical_condition,/people/deceased_person,/people/person,/tv/tv_actor,/user/narphorium/people/nndb_person
Other notable "supermodels" of the time were Cybill Shepherd, Patti Hansen, Penelope Tree, Grace Jones, Lauren Hutton, Janice Dickinson, Rene Russo, Gia Carangi, Jerry Hall, Wilhelmina Cooper, Christie Brinkley, Edie Sedgewick and Kelly Emberg.	Other notable "supermodels" of the time were Cybill Shepherd, Patti Hansen, Penelope Tree, Grace Jones, Lauren Hutton, Janice Dickinson, Rene Russo, Gia Carangi, Jerry Hall, Wilhelmina Cooper, Christie Brinkley, Edie Sedgewick and Kelly Emberg.	/m/03btn	Gia_Carangi	149	160	/base/fashionmodels/fashion_model,/medicine/notable_person_with_medical_condition,/people/deceased_person,/people/person,/tv/tv_actor,/user/narphorium/people/nndb_person
In the early 1980s, Inès de la Fressange was the first model to sign an exclusive modeling contract with an haute couture fashion house, Chanel. During the early 1980s, fashion designers began advertising on television and billboards. Catwalk regulars like Gia Carangi, Cheryl Tiegs, Christie Brinkley, Kim Alexis, Paulina Porizkova, Kathy Ireland, Brooke Shields, Heather Locklear, and Elle Macpherson began to endorse products with their names, as well as their faces, through the marketing of brands such as the beverage Diet Pepsi to the extension of car title Ford Trucks.	Catwalk regulars like Gia Carangi, Cheryl Tiegs, Christie Brinkley, Kim Alexis, Paulina Porizkova, Kathy Ireland, Brooke Shields, Heather Locklear, and Elle Macpherson began to endorse products with their names, as well as their faces, through the marketing of brands such as the beverage Diet Pepsi to the extension of car title Ford Trucks.	/m/03btn	Gia_Carangi	22	33	/base/fashionmodels/fashion_model,/medicine/notable_person_with_medical_condition,/people/deceased_person,/people/person,/tv/tv_actor,/user/narphorium/people/nndb_person
Crawford is 5 feet 9 inches tall, with brown hair and eyes. Her measurements are 34"-25.5"-36". Crawford's trademark is a mole (or "beauty mark") above her upper lip. She is so closely associated with this physical feature that she appeared in an advertising campaign for chocolates featuring commercials wherein she "licked off" her own mole. During the beginning of her career, the mole was removed from her earlier modeling pictures, including her first Vogue cover. Her resemblance early in her career to model Gia Carangi led her to being known as "Baby Gia".	Her resemblance early in her career to model Gia Carangi led her to being known as "Baby Gia".	/m/03btn	Gia_Carangi	45	56	/base/fashionmodels/fashion_model,/medicine/notable_person_with_medical_condition,/people/deceased_person,/people/person,/tv/tv_actor,/user/narphorium/people/nndb_person
Gia is a 1998 biographical HBO film about the life of model Gia Marie Carangi starring Angelina Jolie, Faye Dunaway, Mercedes Ruehl, and Elizabeth Mitchell. It was directed by Michael Cristofer and written by Cristofer and Jay McInerney. The original music score was composed by Terence Blanchard.	Gia is a 1998 biographical HBO film about the life of model Gia Marie Carangi starring Angelina Jolie, Faye Dunaway, Mercedes Ruehl, and Elizabeth Mitchell.	/m/03btn	Gia_Carangi	60	77	/base/fashionmodels/fashion_model,/medicine/notable_person_with_medical_condition,/people/deceased_person,/people/person,/tv/tv_actor,/user/narphorium/people/nndb_person
Gia Carangi (Angelina Jolie) is a Philadelphia native who moves to New York City to become a fashion model and immediately catches the attention of powerful agent Wilhelmina Cooper (Faye Dunaway). Gia's attitude and beauty help her rise quickly to the forefront of the modeling industry, but her persistent loneliness after the death of Wilhelmina drives her to experiment with mood-altering drugs like cocaine. She becomes entangled in a passionate affair with Linda (Elizabeth Mitchell), a make-up artist. Their love affair first starts when both pose nude and make love to each other after a photo shoot. However, after a while Linda begins to worry about Gia's drug use and gives her an ultimatum; Gia chooses the drugs. Failed attempts at reconciliation with Linda and with her mother, Kathleen (Mercedes Ruehl), drive Gia to begin abusing heroin. Although she is eventually able to break her drug habit after much effort, she has already contracted HIV from a needle containing infected blood and dies from complications of AIDS in 1986 at the age of 26.	Gia Carangi (Angelina Jolie) is a Philadelphia native who moves to New York City to become a fashion model and immediately catches the attention of powerful agent Wilhelmina Cooper (Faye Dunaway).	/m/03btn	Gia_Carangi	0	11	/base/fashionmodels/fashion_model,/medicine/notable_person_with_medical_condition,/people/deceased_person,/people/person,/tv/tv_actor,/user/narphorium/people/nndb_person
At age nine, Kunis was enrolled by her father in acting classes after school at the Beverly Hills Studios, where she met Susan Curtis, who would become her manager. On her first audition she landed the role for a Barbie commercial. Shortly after, she did a commercial for the Lisa Frank product line. Her first television roles took place in 1994, first appearing on Days of Our Lives, and a few months later doing her first of two appearances on Baywatch. She had a minor role on 7th Heaven and supporting roles in Santa with Muscles, Honey, We Shrunk Ourselves, and the Angelina Jolie film Gia, as the young Gia Carangi.	She had a minor role on 7th Heaven and supporting roles in Santa with Muscles, Honey, We Shrunk Ourselves, and the Angelina Jolie film Gia, as the young Gia Carangi.	/m/03btn	Gia_Carangi	153	164	/base/fashionmodels/fashion_model,/medicine/notable_person_with_medical_condition,/people/deceased_person,/people/person,/tv/tv_actor,/user/narphorium/people/nndb_person
Some of Scavullo's more controversial work included a Cosmospolitan centerfold of a nude Burt Reynolds, and photographs of a young Brooke Shields that some considered overly sexual. He also befriended a young teenager from Philadelphia, future supermodel Gia Carangi, whose career he was largely responsible for launching. Later, when Carangi's heroin addiction made it impossible for her to find work, Scavullo continued to employ her and support her until her eventual death from complications relating to AIDS.	He also befriended a young teenager from Philadelphia, future supermodel Gia Carangi, whose career he was largely responsible for launching.	/m/03btn	Gia_Carangi	73	84	/base/fashionmodels/fashion_model,/medicine/notable_person_with_medical_condition,/people/deceased_person,/people/person,/tv/tv_actor,/user/narphorium/people/nndb_person
Studio 54 closed with a final party on February 4, 1980, when Diana Ross personally serenaded Rubell and Schrager. Ryan O'Neal, Mariel Hemingway, Jocelyn Wildenstein, Richard Gere, Gia Carangi, Jack Nicholson, Reggie Jackson, and Sylvester Stallone were among the guests that night. Schrager and Rubell were found guilty of tax evasion and spent 13 months in prison. It was the first time anyone had ever been prosecuted for a one-year tax evasion.	Ryan O'Neal, Mariel Hemingway, Jocelyn Wildenstein, Richard Gere, Gia Carangi, Jack Nicholson, Reggie Jackson, and Sylvester Stallone were among the guests that night.	/m/03btn	Gia_Carangi	66	77	/base/fashionmodels/fashion_model,/medicine/notable_person_with_medical_condition,/people/deceased_person,/people/person,/tv/tv_actor,/user/narphorium/people/nndb_person
Alexis was one of the top models of the 1980s, identified along with Gia Carangi, Carol Alt, Christie Brinkley, Kelly Emberg, Iman, and Paulina Porizkova. In 1983 she became the face of Revlon's premium Ultima II line, replacing Lauren Hutton.	Alexis was one of the top models of the 1980s, identified along with Gia Carangi, Carol Alt, Christie Brinkley, Kelly Emberg, Iman, and Paulina Porizkova.	/m/03btn	Gia_Carangi	69	80	/base/fashionmodels/fashion_model,/medicine/notable_person_with_medical_condition,/people/deceased_person,/people/person,/tv/tv_actor,/user/narphorium/people/nndb_person
1998: Angelina Jolie – Gia as Gia Carangi	1998: Angelina Jolie – Gia as Gia Carangi	/m/03btn	Gia_Carangi	30	41	/base/fashionmodels/fashion_model,/medicine/notable_person_with_medical_condition,/people/deceased_person,/people/person,/tv/tv_actor,/user/narphorium/people/nndb_person
Lisa Fonssagrives and Dorian Leigh, whose careers began before Dickinson was born, have been retroactively recognized as the 20th century's first supermodels. Gia Carangi has also been called the first supermodel as well as Jean Shrimpton.	Gia Carangi has also been called the first supermodel as well as Jean Shrimpton.	/m/03btn	Gia_Carangi	0	11	/base/fashionmodels/fashion_model,/medicine/notable_person_with_medical_condition,/people/deceased_person,/people/person,/tv/tv_actor,/user/narphorium/people/nndb_person
Cooper was portrayed by Faye Dunaway in the 1998 movie Gia, which tells the story of Gia Carangi, a model who was discovered by Cooper and later died of AIDS.	Cooper was portrayed by Faye Dunaway in the 1998 movie Gia, which tells the story of Gia Carangi, a model who was discovered by Cooper and later died of AIDS.	/m/03btn	Gia_Carangi	85	96	/base/fashionmodels/fashion_model,/medicine/notable_person_with_medical_condition,/people/deceased_person,/people/person,/tv/tv_actor,/user/narphorium/people/nndb_person
Model Fabiana Semprebom at New York Fashion Week, 2006	Model Fabiana Semprebom at New York Fashion Week, 2006	/m/0288l0v	Fabiana_Semprebom	6	23	/base/fashionmodels/fashion_model,/people/person
Cycle three of Australia's Next Top Model premiered on 27 March 2007 and concluded on 5 June 2007. As with the first two cycles, the third series was broadcast exclusively on the Foxtel network FOX8 in Australia. On the live television final, Alice Burdeu was declared the winner along with Stephanie Hart being the runner-up.	On the live television final, Alice Burdeu was declared the winner along with Stephanie Hart being the runner-up.	/m/02wc7_j	Alice_Burdeu	30	42	/base/fashionmodels/fashion_model,/people/person
After that, they have to participate in a fashion show for wide-known designer, Malan Breton. Last series's winner, Alice Burdeu, checks this year's models as well as Jodhi, the host, in that fashion show. Alexandra does not do well in slow walk while both Samantha and Demelza do well. After the show, Jodhi met the girls to Alice for offering some advice in modelling experience.	Last series's winner, Alice Burdeu, checks this year's models as well as Jodhi, the host, in that fashion show.	/m/02wc7_j	Alice_Burdeu	22	34	/base/fashionmodels/fashion_model,/people/person
She was crowned Australia's Next Top Model in the last episode against fellow contestant and finalist, Alexandra Girdwood by last season's winner, Alice Burdeu. Her prize is representation with Priscilla's Model Management for 12 months, a Ford Fiesta Zetec, a contract as the face of Napoleon Perdis cosmetics, an all expenses paid trip to New York City to meet top international agencies, and an eight-page spread with Vogue Australia.	She was crowned Australia's Next Top Model in the last episode against fellow contestant and finalist, Alexandra Girdwood by last season's winner, Alice Burdeu.	/m/02wc7_j	Alice_Burdeu	147	159	/base/fashionmodels/fashion_model,/people/person
Loukas came third in the Fox 8 production, Australia's Next top Model. She was almost not picked for the show, due to her lack of model ideal height. Loukas dealt with the bitchiness of the girls, especially Paloma, but has now become best friends with winner of same cycle, Alice Burdeu.	Loukas dealt with the bitchiness of the girls, especially Paloma, but has now become best friends with winner of same cycle, Alice Burdeu.	/m/02wc7_j	Alice_Burdeu	125	137	/base/fashionmodels/fashion_model,/people/person
Versace used the models Carolyn Murphy, Milla Jovovich, Angela Lindvall, Daria Werbowy, Miriam Escott IV, Christy Turlington, Gisele Bündchen and Kate Moss to front the Fall/Winter 2006/7 campaign, and used actor Jonathan Rhys Meyers as the face for the men's campaign. The 2008 Spring/Summer campaign featured Grey's Anatomy star Patrick Dempsey as the face of its men's line and Gisele Bündchen for the women's line. The line has also used models like Isabeli Fontana, Maryna Linchuk, Natalia Vodianova, Mariacarla Boscono, Karlie Kloss, and Catherine McNeil and of course, Versace will always be remembered for the use of legendary supermodels, Linda Evangelista, Naomi Campbell, Christy Turlington, Helena Christensen among others.	The line has also used models like Isabeli Fontana, Maryna Linchuk, Natalia Vodianova, Mariacarla Boscono, Karlie Kloss, and Catherine McNeil and of course, Versace will always be remembered for the use of legendary supermodels, Linda Evangelista, Naomi Campbell, Christy Turlington, Helena Christensen among others.	/m/02y_lz6	Catherine_McNeil	125	141	/base/fashionmodels/fashion_model,/people/person
Past winners such as Alyssa Sutherland, Catherine McNeil, Abbey Lee Kershaw, Sarah Stephens, Pania Rose and Ruby Rose Langenheim have become overnight sensations in the modelling industry.	Past winners such as Alyssa Sutherland, Catherine McNeil, Abbey Lee Kershaw, Sarah Stephens, Pania Rose and Ruby Rose Langenheim have become overnight sensations in the modelling industry.	/m/02y_lz6	Catherine_McNeil	40	56	/base/fashionmodels/fashion_model,/people/person
Koponen has “5” tattooed on the middle of her back, both the number of people in her family and her lucky number. She also has the text "imported" tattooed under her chest, three lines on her left wrist and "Cat" on her right hand, which stands for her model friend, Catherine McNeil.	She also has the text "imported" tattooed under her chest, three lines on her left wrist and "Cat" on her right hand, which stands for her model friend, Catherine McNeil.	/m/02y_lz6	Catherine_McNeil	153	169	/base/fashionmodels/fashion_model,/people/person
Rose first gained fame by joining the Girlfriend model search in 2002, which she came in second to Catherine McNeil, to whom she was later engaged to be married. They have since broken up.	Rose first gained fame by joining the Girlfriend model search in 2002, which she came in second to Catherine McNeil, to whom she was later engaged to be married.	/m/02y_lz6	Catherine_McNeil	99	115	/base/fashionmodels/fashion_model,/people/person
In late 2009, after breaking up with Lyndsey Anne, she was seen kissing Catherine McNeil, an Australian supermodel, during a pool party in Los Angeles. In 2010 she is reported to have become engaged to Catherine McNeil. However the couple called off the engagement on 2 July 2010.	In late 2009, after breaking up with Lyndsey Anne, she was seen kissing Catherine McNeil, an Australian supermodel, during a pool party in Los Angeles.	/m/02y_lz6	Catherine_McNeil	72	88	/base/fashionmodels/fashion_model,/people/person
In late 2009, after breaking up with Lyndsey Anne, she was seen kissing Catherine McNeil, an Australian supermodel, during a pool party in Los Angeles. In 2010 she is reported to have become engaged to Catherine McNeil. However the couple called off the engagement on 2 July 2010.	In 2010 she is reported to have become engaged to Catherine McNeil.	/m/02y_lz6	Catherine_McNeil	50	66	/base/fashionmodels/fashion_model,/people/person
She is friends with models Freja Beha Erichsen, Karmen Pedaru, Joan Smalls and Catherine McNeil. She has a pet lizard named Annie Hall. Kershaw has 10 piercings in total: on her nose (her left nostril), on the nipple, a pierced belly button, and seven on her ears. She also has various tattoos, including; a small peace sign on the palm of her hand, an owl on her middle finger, the symbol for Gemini on her ankle, and a tattoo reading "truth", hidden on the inside of her bottom lip. She has recently added two on the side of her stomach done in white ink. Kershaw is also an artist who does abstract painting and uses oil pastels.	She is friends with models Freja Beha Erichsen, Karmen Pedaru, Joan Smalls and Catherine McNeil.	/m/02y_lz6	Catherine_McNeil	79	95	/base/fashionmodels/fashion_model,/people/person
She is friends with fellow models Hana Soukupova, Angela Lindvall, Magdalena Frackowiak, Helena Christensen, Carolyn Murphy, Isabeli Fontana, Erin Wasson, Daria Werbowy and Catherine McNeil.	She is friends with fellow models Hana Soukupova, Angela Lindvall, Magdalena Frackowiak, Helena Christensen, Carolyn Murphy, Isabeli Fontana, Erin Wasson, Daria Werbowy and Catherine McNeil.	/m/02y_lz6	Catherine_McNeil	173	189	/base/fashionmodels/fashion_model,/people/person
Cairns was immediately signed to Models 1 in London, after appearing on the show, being the first non-winning Britain's Next Top Model contestant to be signed by the prize agency. A year later, she had left Models 1 and joined Nevs, another agency based in London. She also appeared on ITV2's The Fashion Show along with Britain's Next Top Model, Cycle 3 winner, Lauren McAvoy, and walked for Graeme Black at London Fashion Week.  She made an appearance in Series 4, Episode 17 of Waterloo Road as disruptive pupil, Tasha Lefton, which was aired on 29 April 2009 on BBC1. She is currently studying Performing Arts at an exclusive New York Institute.	She also appeared on ITV2's The Fashion Show along with Britain's Next Top Model, Cycle 3 winner, Lauren McAvoy, and walked for Graeme Black at London Fashion Week.	/m/02z66xt	Lauren_McAvoy	98	111	/base/fashionmodels/fashion_model,/base/realitytv/reality_tv_contestant,/people/person,/tv/tv_actor,/tv/tv_personality
The winner of the competition was 20 year-old Lauren McAvoy from Wickford, Essex.	The winner of the competition was 20 year-old Lauren McAvoy from Wickford, Essex.	/m/02z66xt	Lauren_McAvoy	46	59	/base/fashionmodels/fashion_model,/base/realitytv/reality_tv_contestant,/people/person,/tv/tv_actor,/tv/tv_personality
The winner of Britain's Next Top Model is awarded the cover as well as a six-page editorial with Company. Currently, there have been six such winners: Lianna Fowler, Lauren McAvoy, Alex Evans, Mecia Simson, Tiffany Pisani, Jade Thompson and Letitia Herod.	Currently, there have been six such winners: Lianna Fowler, Lauren McAvoy, Alex Evans, Mecia Simson, Tiffany Pisani, Jade Thompson and Letitia Herod.	/m/02z66xt	Lauren_McAvoy	60	73	/base/fashionmodels/fashion_model,/base/realitytv/reality_tv_contestant,/people/person,/tv/tv_actor,/tv/tv_personality
One condition of the Hearst Corporation's donation of the estate was that the Hearst family would be allowed to use it when they wished. Patty Hearst, a granddaughter of William Randolph, related that as a child, she hid behind statues in the Neptune Pool while tours passed by. Although the main estate is now a museum, the Hearst family continues to use an older Victorian house on the property as a retreat — the original house built by George Hearst in the late 19th century. The house is screened from tourist routes by a dense grove of eucalyptus, to provide maximum privacy for the guests. In 2001, Patty Hearst hosted a Travel Channel show on the estate, and Amanda Hearst modeled for a fashion photo shoot at the estate for a Hearst Corporation magazine, Town and Country, in 2006.	In 2001, Patty Hearst hosted a Travel Channel show on the estate, and Amanda Hearst modeled for a fashion photo shoot at the estate for a Hearst Corporation magazine, Town and Country, in 2006.	/m/0bz79s	Amanda_Hearst	70	83	/base/fashionmodels/fashion_model,/people/person,/tv/tv_actor
While in Wellington, she is part of various philanthropic activities, such as being a member of the board of the Equestrian Aid Foundation alongside 6-time Olympic medalist Robert Dover. She is also a committee member of Friends of Finn, an organization headed by Amanda Hearst, dedicated to stopping the inhumane treatment of dogs in puppy mills.	She is also a committee member of Friends of Finn, an organization headed by Amanda Hearst, dedicated to stopping the inhumane treatment of dogs in puppy mills.	/m/0bz79s	Amanda_Hearst	77	90	/base/fashionmodels/fashion_model,/people/person,/tv/tv_actor
le Bal des Débutantes in Paris, also known simply as le Bal or, sometimes, the Crillon Ball, is an annual international fashion event. The first bal was created by Fiona Lazareff, editor-in-chief of Boulevard magazine, and organized at the Hôtel de Crillon in Paris. Ophélie Renouard contributed to the organization as the attaché de presse for the hotel. It was then still held in 1992 at the Crillon Hotel, which continues to serve as the venue to this day. Le Bal is a media event that brings together the daughters of celebrities, aristocrats, artists, politicians and others. The "Debs", as they are known, make their couture and media premieres in gowns designed by French haute couture as well as French and foreign couture houses. Some notable past Debs include Ksénia and Anastasia Gorbacheva, Barbara Berlusconi, Scout and Tallulah Willis, Diana, Angela and Sara Mellon, Ashley and Lauren Bush, Lydia and Amanda Hearst, Vanessa and Victoria Traina, Francesca Eastwood, Autumn Whitaker, Dree Hemingway, Anna Wallenberg, Anouchka Delon, Bettina Bernadotte, Princess Lorenza de Liechtenstein, Princess Fawzia Latifa of Egypt, Adishree Singh, Wan BaoBao and Olivia Pei.	Some notable past Debs include Ksénia and Anastasia Gorbacheva, Barbara Berlusconi, Scout and Tallulah Willis, Diana, Angela and Sara Mellon, Ashley and Lauren Bush, Lydia and Amanda Hearst, Vanessa and Victoria Traina, Francesca Eastwood, Autumn Whitaker, Dree Hemingway, Anna Wallenberg, Anouchka Delon, Bettina Bernadotte, Princess Lorenza de Liechtenstein, Princess Fawzia Latifa of Egypt, Adishree Singh, Wan BaoBao and Olivia Pei.	/m/0bz79s	Amanda_Hearst	176	189	/base/fashionmodels/fashion_model,/people/person,/tv/tv_actor
In February 2013 she appeared on the cover of one of the four issues of Vogue Brasil, together with Bette Franke, Magdalena Frackowiak, and Mirte Maas.	In February 2013 she appeared on the cover of one of the four issues of Vogue Brasil, together with Bette Franke, Magdalena Frackowiak, and Mirte Maas.	/m/04f65rx	Magdalena_Frackowiak	114	134	/base/fashionmodels/fashion_model,/people/person
Their challenge this week was a photo shoot with a male model depicting the four seasons through mien and gestures authentically. This was useful for the contestants to learn the difference between Commercial Posing and Editorial Posing. The winners Tonia Michaely, Denise Dahinten, Mandy Graff and Barbara Meier were allowed to spend the evening with the male models, with which they had to work for the shooting. The other contestants had to clean the house.	The winners Tonia Michaely, Denise Dahinten, Mandy Graff and Barbara Meier were allowed to spend the evening with the male models, with which they had to work for the shooting.	/m/02rz0z8	Barbara_Meier	61	74	/base/fashionmodels/fashion_model,/people/person
This week's photo shoot was placed in an action setting. The contestants had to stay concentrated despite loud explosion noises in the background. Contestant Barbara Meier was asked to co-star with Heidi Klum in a McDonald's television commercial as a reward for winning an acting challenge. The casting director said she was not necessarily the best actor, but would be the best one for the commercial. The spot received a lot of airplay a few weeks later. The contestants' parents surprised their daughters by making a visit. Hana Nitsche's boyfriend made a bad joke by pretending not to come but then arriving later on. Nitsche was not amused unlike her boyfriend who laughed a lot and apparently enjoyed having teased her.	Contestant Barbara Meier was asked to co-star with Heidi Klum in a McDonald's television commercial as a reward for winning an acting challenge.	/m/02rz0z8	Barbara_Meier	11	24	/base/fashionmodels/fashion_model,/people/person
Her agencies are: Unique Models in Denmark, IMG Models in New York City, and Donna Models in Tokyo. Took her own self-portrait for the new Rag & Bone Do-It-Yourself ad campaign spring 2011 along with models Abbey Lee Kershaw and Lily Aldridge.	Took her own self-portrait for the new Rag & Bone Do-It-Yourself ad campaign spring 2011 along with models Abbey Lee Kershaw and Lily Aldridge.	/m/04ycfmr	Abbey_Lee_Kershaw	107	124	/base/fashionmodels/fashion_model,/people/person
Erichsen was educated at Frederiksberg Gymnasium (high school). She is good friends with fellow models Abbey Lee Kershaw, Irina Lazareanu, Coco Rocha, Lily Donaldson, Karmen Pedaru, Arizona Muse, Raquel Zimmerman and Agyness Deyn. She enjoys listening to the music of PJ Harvey, the Danish group Kira and the Kindred Spirits, Janis Joplin and Jeff Buckley. She currently lives in New York City.	She is good friends with fellow models Abbey Lee Kershaw, Irina Lazareanu, Coco Rocha, Lily Donaldson, Karmen Pedaru, Arizona Muse, Raquel Zimmerman and Agyness Deyn.	/m/04ycfmr	Abbey_Lee_Kershaw	39	56	/base/fashionmodels/fashion_model,/people/person
Past winners such as Alyssa Sutherland, Catherine McNeil, Abbey Lee Kershaw, Sarah Stephens, Pania Rose and Ruby Rose Langenheim have become overnight sensations in the modelling industry.	Past winners such as Alyssa Sutherland, Catherine McNeil, Abbey Lee Kershaw, Sarah Stephens, Pania Rose and Ruby Rose Langenheim have become overnight sensations in the modelling industry.	/m/04ycfmr	Abbey_Lee_Kershaw	58	75	/base/fashionmodels/fashion_model,/people/person
